,id,tweet
502,73178305,yanxu dae allah yasa an daura lfy......sai kuma a kiyaye dan kazama mutumin kanka yanzu😂🤪 ##url
503,73178306,"""@username : see this one.. ""@username : i am proudly almajiri, what about you?"""" egiyechi lol"
504,73178307,@username saboda shi marowaci ne. how can he be right?
505,73178308,@username har matan ma duk kazamai ne
506,73178309,"munafukan banza da wofi, maganar yara da aka sace aka kaisu anambra aka sayar, aka mayar dasu arna kunyi shiru. ##url"
507,73178310,@username lwkmd 😂😂😂😂😂😂....leave dis girl she no sabi anything na almajiri she just dey deh shout since
508,73178311,@username hhhh...an those inyamurai at sabon gari market
509,73178312,@username can you show me spear part seller here mumu  let me remind you those almajiri's are your future leaders ##url
510,73178313,"fadan mata,, taron sakarkaru ##url"
511,73178314,@username almajiri is not a primary school madam
512,73178315,@username matsiyaciya kaga antayomin shi ta private nima na tsitsine mata shegiya😎🤒
513,73178316,@username daman kazamai ne basuson wanki
514,73178317,@username who started it? ina ruwansa da wanda muka zaba. wallahi da ina gani da mutunci sa ashe shima jaki ne na first order yes we vote for our choice what hell can he do about it. let him. cry blood
515,73178318,hukumar tsaro ta fitar da hotunan 'yan ta'adda 19 da ake nema ruwa a jallo  ##url ##url
516,73178319,yan arewa... almajiri's.
517,73178320,@username well said..... backwards region.... almajiri set of people
519,73178322,"post from a so called ""not almajiri"" ##url"
520,73178323,"the case is between yar tasha @username and dan tasha @username . so yan tasha like @username , @username , @username ,  @username , @username , @username and @username must hve special sit in that meeting. while waiting some should answer this plz for a friend ##url"
521,73178324,duk namijin dake tik tok (aunty ne) dan daudu😪 ##url
522,73178325,@username dan shegiya matsiyaci ba
523,73178326,@username let me take permission and comeback. da hausa zan zageka kafirin banza 😂
524,73178327,wani matashi ne ya shigo gidansu sai ummansa tace ga tuwo sai yace haba umma cin irin wannan ae sai manya-manyan arna ya bude labule sai yaga babansa ya raba qafa a daki yana ci kawai ya juyo da manya-manyan musulmai ba🤣🤣🤣
525,73178328,har karnanfa wlh bazanyi jaki work ba. 👇 daga nan inda nake ina yiwa amadu bala tanimu barka da zuwa kano
526,73178329,"""gayyar tsiya arna a idi"
527,73178330,i don't know why amma har yanzu a gurin 'yan izala 'yan ɗariƙa kafirai ne  what i always understand su 'yan izala idan baka bi aƙidar su ba to kawai kai ba addini kake ba bani suje ma aljannar ma bazaka shiga ba 😑😑😑😑
528,73178331,@username wlh ke wawiya ce😂thought u will grab it’s all nature but still🚶🏻‍♀️let me just block
529,73178332,"@username allaah ya tozarta akan akidar ka na walakanta shuwagabanni masu biyen addinin musulunci matsiyaci dan wanda bakowa ba mai mummunar manufa, allaah ya la'ancekah"
530,73178333,@username harta 1500 akwai barauniya
531,73178334,"@username munafikain banza da wofi ba, kyale su. za su gane kuskuren su"
532,73178335,@username wallahi gara dubu biyar
533,73178336,"the state of insecurity in our country today should be a clear sign for us to stop sending our children at their tender ages to study away, none of you backing either bara or almajiri can take his family to such an environment.  are you happy seeing these children roaming about"
534,73178337,"a yi musu yarfe, da cin mutunci da nuna halin ko in kula. hasali ma dai cin mutuncin su akan yi har a yi yunkurin aibanta su. yanzu dattawa da masu kishin arewa maganar su banza ce! koken mu in mun kawo ba a yunkurin ko hanzarin gyara mana tamkar ‘yayan bora! toh gaskiya da sake"
535,73178338,@username kai wlh munafiki ne sai kaci wuta😭😭 shege dan shegia uwakka @username oga kada kabari yahada mun wlh 😂🙅🏽‍♂️🤦🏻‍♂️😒😭😤@username 
536,73178339,allah karya nuna mana lokacin.🙏 ##url
537,73178340,@username oga calm down. kabila is for those of norther extraction that aren’t hausa or fulani
538,73178341,"ya allah kakaremu daga wannan cuta ta ƙyandar biri dama al'ummar musulmi baki daya, ameen. ##url"
539,73178342,@username guntaye nasu kallo😂😂😂
540,73178343,allah ya tsine miki albarka @username ya allah bring dis photoshop to their entire family🙏 amin ya allah tsinanniya ##url
541,73178344,"bagidajiya part 4 episode 3 latest hausa novel - ismail sani  ##url  karku manta sa kuyi subscribe saraki tv a youtube domin wasu videos masu zuwa @ zaria, nigeria ##url"
542,73178345,"@username dole suke fargaba, tunda basu da ikon kare kansu, da sunyi halbi sai a yanke masu mummunan hukunci, suko yan ipob da niyyar kisa suke zuwa"
543,73178346,the #newgeneration at working any time because of talakawa ##url
544,73178347,2015 bamu ba kafiri wlh
545,73178348,noticed must of my female frnds in bauchi are also short. asin real short guntaye ne🤣🤣🤣. lemme goan hide b4 they come for my neck
546,73178349,"wai dan daudu ne ya dora doya  a wuta sai yan izala suka tada sallah,  sai ya bi. yaga an dade ba'ayi ruku'u ba, shi kuma doyarsa ta soyu,  sai yace; 'assalamu alaykum,  hmm daga kaara,  akida ba daya ba,  za'a sa inyi asara.' 😂😂"
547,73178350,bryann 🔥🔥🔥  igwe!!!!! biri kwa ooo  i love this attire worthy king 👑✨✨🥰🥰❤️❤️  #bbnaija #bbnaijaseason7 #bbnaijalevelup #bbnaijas7
548,73178351,cin kilishin baƙin kare sai arna #karinmagana
549,73178352,@username ku guntaye 😂😂😂🏃🏃🏃
550,73178353,"@username ohh nadauka bude idon alone ya isa, bt why hating on almajiri shima fa mutum ne🥺"
551,73178354,"🤔 the success might not come unless we act more to address the real almajiri phenomenon to the world, we wish to see a success where almajiri system is transform to meet the needs of nation through integrating and providing educational opportunities for all almajiri children. ##url"
552,73178355,@username sun dauki mutane sakarkaru neh kawai
553,73178356,@username xamuci jakai a santiago inshallah
554,73178357,"they have  right to eat good  food, a good  parental  care, and  a right  to standard  education. #almajiri ##url"
555,73178358,maza arna sunfi kyaw a tsirara tsirara.. am serious ##url
556,73178359,"@username aiko gara ki zauna, domin ko auren kika dauka last option. shi aure ana sashi as first priority."
557,73178360,@username irin he saw it coming dinnan... wawa sakarai
558,73178361,@username shegiya yar iska ameeeen tunda babana baya raye
559,73178362,wannan wani inyamuri ne da muka sani a shekarun baya ni da @username ##url
560,73178363,@username guda zaka dauka mahaukaci
561,73178364,we offer the following services • beauty spa. • skin test . skin therapy • facials • body massage  • sauna bath •invasive non surgical burst &amp; butt enhencment • facial microdermabrasion  •hydra facial dermabrasion •moroccan body bath • pedicure and manicure ##url
562,73178365,tsinanun banxa  inshallah sai kunhaipi yara masu kama da birai ##url ##url
563,73178366,kasan allah bai isa ba dan iska dawani wuyanshi a gun ##url
564,73178367,"this almajiri said "" su sunka chanye mai wajan""  i laugh ehnnnn😂😂😂"
565,73178368,"@username we jst de use this ""tbh""  for banza bcos there's no iota of honesty in the message ur passing"
566,73178369,"@username bai damemu ba sanda tana da dama ai mun nusar da ita amma sai take mana kallon yan kauye gidadawa, har inbox na mata a twitter tayi blocking duna. nima nace daga yau na daina following din a twitter"
567,73178370,@username wallhy jahilai ne
568,73178371,ku chasu arna ku chasu ##url
569,73178372,@username masha allah oga ansamu karuwa kenan
570,73178373,"@username wai ina dan akuyan ne, karen ban jishi b wanna siyasa, ko dai basiras tashi t kare ne"
571,73178374,@username kurfi guntu ne fa 😂
572,73178375,"allah ka taimaki addinin musulunchi da musulmai ka kaskantar da kafirci da kafirai, kasa mu gama da duniya lafiya.  jumaat mufeeda #friday #jummahmubarak #motivation #actorslife ##url"
573,73178376,@username kazami kuma lahira ne ?
574,73178377,@username dan iska shege gajiyayyen banza haihuwar asara idan aka gayawa ubanka haka zakaji dadi shiyasa gakanan kamar sumammiyar akuya dan ta shegiya kawai kasani nayi abunda ban taba yiba ##url
575,73178378,dadinmi alaji😢 abinda kakebarinsa wurinyanka😂😂😂😂 kawai za’ajawo mana wani ciwon ##url
576,73178379,kaji manyan arna 😂😂😂 ##url
577,73178380,"@username barmu da dan shegiya, mun sanshi ai"
578,73178381,idan kaji an zagi gemu me gemun yaji haushi gemun dan akuya ke garai🤷‍♂️ ##url
579,73178382,wallahi ka burgeni ka gaya masa yan kwankwasiyya munje makaranta kuma ba zaman banza muke sakarai kawai shine dan jagaliya @username ##url
580,73178383,wai anya wannan yarinyan ba yar shi'a bace???  abun nata is getting out of human sense. @username . ##url
581,73178384,@username kaji dan daqiqiya.! kai kuma ta nan hassadar taka ta bullo. amma allah ya wadaran naka ya lalace.
582,73178385,@username wanan cen guy duk cycle din duniya sai naganshi ranar nan ma a na yan daudu naganshi😡
583,73178386,"ya allah ka tsaremu daga talauci da kafirci,  ya ka azurtamu da dukiya da wadatar zuci,  ya allah ka bamu abinda zamu bayar don neman yardarka da taimakon bayinka,  ya allah kada ka samu cikin bayinka marowata.   allah ka bamu mu bayar kowa ya wadata 🙏🏾"
584,73178387,"arna suna torturing azumin mu, yanzu musulman ma basu barmu ba"
585,73178388,idan harkina san zama fully yar iska ki fara naiman babanki iskanci ##url
586,73178389,@username allah jikan ta yasa ta huta! she’s in a better place in sha allah! allah ya baku hakuri da juriya
587,73178390,@username maganin yan iska karan maguzawa.
588,73178391,"mutane suyi ta kallon arna da gajeren wando suna guje-guje, meye alfanun hakan, me ye ribar kallon ball.  allah ya shirya, allah ya sa mu dace! ##url"
589,73178392,babu wani dalili ko hujja da gwannati za ta bada na yarda dan gane da kulle masallatu da majami’a ikawowa yanzun  muna kira da gwannati taji tsoron allah  ta tuna da cewa bayan duniya akwai kimaya
590,73178393,@username first of all what is kill arna? mad oo!!
591,73178394,"baki baki ne, amma fa balotelli marton marar hankali ne 😂😂 ##url"
592,73178395,he is d coolest arne i ever associate with wallai ##url
593,73178396,"@username mahaukaci, dan boko , ka koma makaranta , duk wanda ya mutu kafiri , toh haramne arokan masa rahama daga wurin allah , kuma ba suda wani makoma idan ba wuta ba , ga ayoyi acikin alqurani da dama wanda allah yayi maganan waenda suka mutu kafirai , makomansu wuta , kaje kayi karatu"
594,73178397,"@username don allah kar ki kula wannan jakin, ɗan arniya!"
595,73178398,neman gida a abuja bashi da sauƙi kwata kwata...  sai kana rikiɗewa kana zama kai ba bayarabe ba kai ba inyamuri ba.🤣🤣 ##url
597,73178400,@username dan daudu neh fa 🤣😂
598,73178401,yanaba kowa ne kabila yancinsa hada da addininsa gwargwadon hali.   #ubasanialkhairine ##url
599,73178402,@username ay marowata ne
601,73178404,"@username that's good, d u need talaka"
602,73178405,@username ka rasa mai gyarana sai matsiyacin almajiri
603,73178406,@username daman karuwai suke sa nose pin 😡
604,73178407,@username wata sakara ce wlh kuma ban ce inayi ba fah
605,73178408,@username gutsin uwarki ne wawiya yar akuya!
606,73178409,"@username yar kano baxa tai haka ba idan xamuyi iskanci har sai munje kaduna mene a kaduna wanda babu a kano? abu 1 ne wandaake a kaduna amma ba ayi a kano, shine rayuwar yahudawa babu me kallonka balle ya maka magana idan kayi ba dai-dai ba shi yasa duk wani dan iska baya son xuwa kano"
607,73178410,"voices for the reformation of almajiri system, thank you mal. gwoni kashim yusha'u from hayin banki kaduna north, kaduna state. ##url"
608,73178411,@username tell her pls..... yar akuya kawai
609,73178412,@username makaryacin banza atikun naka dakake karya danshi kila ko ganinshi baka tababa kai sch kake achen ni kuma 80%zama na a borno nake lnkaga mezagin zulum a borno to dan bangan siyasane ko kuma barawon gwamnati anhanashi sata kokuma jahili wanda besan meyakamaci rayuwan yayansaba
610,73178413,"duk yarinyan da kaga ta fiye zagin maza to dayan abu uku ne, ko bazawara,ko agola,ko yar ruko sune basu taba sanin darajan namiji ba..💁🏽‍♂️"
611,73178414,"gari ya waye duhu ya yaye tsoro ya gushe..   alhamdulillah... allah ka shiryar damu hanya madaidaiciya, ka tsare mana imaninmu daga sharrin shedan, yahudawa da nasara, allah kasa mu cika da imani kasa aljannahr firdausi tazamo makoma garemu baki 1.. 🤲"
612,73178415,"@username am just a bit curious, did u condemn d first lady on he 'almajiri' statement? if u didn't, then u r no different from d oba."
613,73178416,sakarai haihuwan tasha ##url
614,73178417,@username sauna kina fadi har yanzu baki samuba ne?
615,73178418,"gumusetekin karamin arne ne, enjoy sadetittin 😂😂  ba a taba jaki kamar sadetittin ba ##url"
616,73178419,"@username to ae banga ansa da muna nan dabi'un saba,  kodae shi baya munana ne?"
617,73178420,@username to the moon wakilan karuwai da yan iska🫣
618,73178421,tashi malalaciya ki dora  abincin sahur 😋😋😋 reply as a wife😂😂😂
619,73178422,@username seki saka gashin doki   ki koma arniya
620,73178423,"@username kasan lokacin annabawa ne kafirai zasuce annabin wannan zamanin ya nuna ya nuna musu allahnshi na gaskia ne, sai bayan ya nuna su kuma karya. amma tunda kana ganin cin mutunci ne ayi hakuri, don bazanso mu bata ba cos am learning a lot from you and also enjoying it."
621,73178424,an kashe tsinanniyar kafura kun ishemu da maganganun banza gashi an yanka musulma da 'ya yanta kunyi shiru munafukan banza munafukan wofi tir da irin wannan hali
622,73178425,"karamin kafuri yaji wuta da bala'i...inshallah da shakau,hamana fir auna, abu jahal a waje daya zaku xauna a jahanna ma ##url"
623,73178426,"@username haha i know. i’ve never fa, and i’ve never tried koshary as well 🙈"
624,73178427,@username la ashe asabe tana ciye ciye kamar kabila ko?😶😐😑 ##url
625,73178428,"when you arrest the dirty and beggarly almajiri from your  beautiful cities and ‘deport’ him to his village,away from your tourists,your visitors,your leisure and your sights,you are only hiding your dirty undies instead of cleaning them. ~~~~shehu sani"
627,73178430,@username ke iyayanki sunbaki tarbiyar shiyasa baga kinzo kina karuwancin twitter jakka dakikiya ballagaza kawai dake.
628,73178431,i have omi kafura tho but i’m always scared of giving him 😩 ##url
629,73178432,@username 😅. eshe ma 😇
630,73178433,"@username tunatarwa!  duk musulmin da yayi imani ya rungumi constitution,*dokar kasa* runguma yayar da da hukunce hukuncen shi,fiye da hukunce hukunce addinin sa, toh lallai kowayeshi yazama kafuri.✍"
631,73178434,@username naduge tsahon ciniki kowa yazo duna kai yagani
632,73178435,shegu barayi. kowa ya zauna a gida yanzu. allah wadaran naka ya lalace
633,73178436,"as from today, till the next 8years coming... zaman villa sai masu sallah. idan kaga arne to me tarbiyya ne."
634,73178437,@username shegeya yar iska  yarinyar yahudawa 😠😠😡😡
635,73178438,"@username ohhhh!!! not my father, but may be your m...f*cker.   idiot, dan kauye kawai."
636,73178439,jakadan yahudawa ne kenan. 😂😂😂 ##url
637,73178440,duk munafikai neh ##url
638,73178441,@username duk musulmar da bata sallah kafura ce
639,73178442,following the almajiris down to their base.that is inside market to give them food and slippers.u will see almajiri moving around without a shoe. we hope it will come to an end. #notoalmajiranci #ganduje #burna #coronaoutbreak  @username ##url
640,73178443,"kab duniya babu gwamnati bagidaje kamar na kasar, nayi imani da allah basuzo dan alkhairi ba mudai, mun rike, allahumma innee awudhubika wamin sayyil asqaam ##url"
641,73178444,wuya mai saka arne salati 😂 alhaji kachi banza ##url
642,73178445,duk wawaye ne😂 ##url
643,73178446,reposted from @username reposted from ahmad_shanawa yar bariki official video is out  by @username on #ahmad_shanawa youtube channel  cast. zainab_sambisa real_yamubaba sadiq_shanawa3sp khaleeed_official -… ##url
644,73178447,su fosu dabba an tafi kenan ##url
645,73178448,@username inje in auri inyamura mana ko ibira😁
646,73178449,a hakan za a ciku yan wahala. ##url
647,73178450,"jiya ba yau ba,  dan shi'a ya bi ta gyallesu #ranarhausa"
648,73178451,"@username the criminals are smart, they use the phones of abducted people to make calls etc. and nin linkage has nothing to do with tracing calls, it just provide a means of identification to a mobile number.  calls can be traced even without nin.   ku daina maida kanku dolaye."
649,73178452,nikam ko biri ya iya ruwa?
650,73178453,sai kaga yarinya a tl kamar mai hankali sai kaga take dinta on polygamy sai ka gane ashe mahaukaciya ce. dancing on the brink of kufr
651,73178454,"be an active voice for almajiri.🙌🏼 let the government participate fully in improving and modernizing almajiri system of education, almajiri is also a child, they deserve parental care, support and love. they deserve… ##url"
652,73178455,a true muslim dat loves his religion will never support nikki minaj to perform in jeddah not even makkah or madina.. this is amazing wallah..allah ya karemu daga sharrin kafirai....ameen!
653,73178456,@username mahaukata 😂😂 dey don't know we will enjoy more
654,73178457,"bantaba ganin yar kutumar uba a duniya irinki ba @username banxa karya, jaka dabba wawiya, yar jahilai. baba buhari yanxu muka fara sonshi. i stand with @username "
656,73178459,arna sun matsa se anyita a jos.. anma mudai addu'armu itace allqh ya bamu zaman lafiya
657,73178460,@username maybe arne ne tunda bayason kwankwaso ai dole a kafirtashi
658,73178461,"@username bana goyon bayan yan kaduna, su za6i sakarai, karkufara kuza6i dan kauye wanda baisan komiba, i will make sure our deliver when elected in sha allah we have strongly believe that the good  people of kaduna state are ready to vote continue this government”-s uba sani 💪🏿 ##url"
659,73178462,@username kina dap da zama tsinanniya dai
660,73178463,"""@username : kune arna ai""@username : ""@username : @username hahah musulmai ne""issalie""""lol ok"
661,73178464,@username arniya kawai ze aura kace.
662,73178465,ajawo how far? @username 
663,73178466,ubanda ya haipekii yaci kutmar durun uwarsa shegia jaka yar akuya daqiqiya jahila yar kwangilar yahudawa allah ya tsinemiki albarka ##url
664,73178467,"@username na @username matter tire me,the elite almajiri no gree rest since last week."
665,73178468,stop glorifying your indomie cooking skills. even almajiri mai shayi sabi cook indomie ##url
666,73178469,@username karuwai sunfi komi arha da 500 dinka
667,73178470,gobe dani za'a shiga sambisa dan ganin bayan yan ta'adda !!! don hanani danna 1 dan zugani danna 2 dan rakani danna 3. bari naga masoyana na hakika. 🤔🤔🤔 ##url
668,73178471,dan allah wakar rarara nake nema👇🏿 mai hana karya dattijo alfaharin talakka baba buhari dodar🤣🤣   pls wayakeda ita yaturamin wlh nishadi kawai nakeji yau 💃🏿💃🏿😅😅😅 sai baba✌️😁
669,73178472,"so someone was knocking at my gate dis late, i asked who d person was, he replied ""almajiri""  😂😂😂😂😂😂 fucker na me u wan nab dis nyt. ur papa"
670,73178473,"sanunsi fa wolf ne in a sheep skin, maganarce kawai ba aikin, wai shi nan gani yake bamusan irin ta'asar daya tafkama kasarba, shine yakoma karkashin rawani yanama mutane surutan banza, idan antabashi sukuma wawayen talakawan daya sacema future sufito suna anci mutuncin masarauta ##url"
671,73178474,"@username ta banza ba,me ke banbancinta da dabba??"
672,73178475,more photos from the almajiri literacy initiative ##url
673,73178476,@username ka san yadda yaron nan na cika ni da aushi tun ba yau ba kwa... ai tun ya zo ya nu na shi dan rashin hankali ne. ka ji rashin kunya fa... wai a benca mai de gea... shashasha😂😂😂😂
674,73178477,@username like say dem go gree go the schools self. now dey will know d importance of d almajiri schools ex president @username built for dem.
675,73178478,gej need to explain to nigerians how he managed to build 17 federal universities in 17 states in nigeria.  gej need to explain to nigerians how he managed to build almajiri schools in all the norther local governments.
676,73178479,sune dolaye ko? 😂😂 ##url
677,73178480,@username wancan alfadarin inda jakar bata cire kayanta a gabanshi bah za'a sameki neh kaji yar iska
678,73178481,"""lol anbar sa wllhy @username : a basra da allahn sa mana “@username : r.i.p tito vilanova....yaci uwarsa kafiri ne fa...”"""
679,73178482,i am alo ibukun oluwatoyin international therapist  sustainable development goals almajiri advocacy.. #makechangenow..join me to inspire the world to make change.. begin your video saying #makechangenow because..and… ##url
680,73178483,"arna don jon“@username : i dnt blame u! political scientist =))) @username : 6""@username : 1(bodmas)  sirdeeck:1 ##url"
681,73178484,wani gwamna ya bayyana abin da yake sa shi kuka a kowace rana  ##url ##url
682,73178485,mace mara tarbiya da kuma kazama. ##url
684,73178487,"@username what is ballagaza?  i am a yoruba from lagos, i don't understand this please explain to me"
685,73178488,@username kana ina a lambar waya zaka ga suna rubuta banza jaki ko wawa amaimakon sunan namiji
686,73178489,"most of the manual labour is done by almajiri children, a few now own farms they call here home   great kids ##url"
687,73178490,@username an ce mata jaka akwai wani sunan da ya dace. da ita wanda ya wuce jaka  maganar wawancin da kake ai kaine katon wawa wanda baida kishin addini masu neman yabo gurin kafirai toh kuje su baku abunda allah be tashi baku ba
688,73178491,"call me aboki or don't, i like d word for what it means -a friend- is what i am to all. and calling me almajiri -a scholar- isn't really quite d insult u hoped to make."
689,73178492,@username one billion ga duk wanda ya nunan area din da ba yar kwalta a kd ga tarin shekaru ba mazan aure😂
690,73178493,@username pls try and talk more in this almajiri topic cox kids are suffering wallahi  it wen i come out during sahoot and seeing kids begging for food to eat i ask myself why are there parent so heartless
691,73178494,@username kk ko inyamuri tafi kai fitsari ka kwanta!
692,73178495,allah ya sawake inyi kawance da kafura wacee bata son musulinci.
693,73178496,"in dai soyayya ce, toh ka naimi ba inyamura.  chairman 🔥🔥🔥 ##url"
694,73178497,@username ba sauki ciwon arna 😂😂
695,73178498,"ya allah! ka ƙara mana ƙaunar annabinmu (s.a.w), ka wulaƙanta duk masu kalaman ɓatanci a gareshi.  ya allah! ka cigaba da ɗaukaka musulunci da musulmai, ka kuma cigaba da ƙasƙantar da kafirci da kafirai.  amin."
697,73178500,"bayan yaren hausa banda wata yare, bayan tsatson maguzawa ban fito daga wata tsatso ba.  #stopkillingnortherners#"
698,73178501,"@username no bros, na because birth celebration don arna akayishi badon musulmai ba😎😎😎"
700,73178503,"despite the new almajiri's case challenges in sokoto, we salutes the efforts of @username on #covid-19 @username &amp; his team over their resilience and commitment in the fight against this pandemic. let it be a continued efforts to all of us, maintain known protocol. @username "
701,73178504,"""allah biyaki spongie @username : 😂😂😂😂😂😂 “@username : wallahi wizkid kaman almajiri.”"""
702,73178505,@username amma tsiyar naga anyi asarar school fees  baka iya rubuta shegiya ba saidai shigiya ko bagware ne kai dan bagidajiya
703,73178506,"dan allah idan kunga wani malamin izala yace ayi mlm ibrahim khalil kuyi tagging dina, sun iya cemana muyi muslim muslim tickets ai🤔"
704,73178507,@username kamar yaya kenan yar duniya
705,73178508,karnukan farautar yahudawa ##url
706,73178509,which one is yemi alade #yemicregx #bbtitans
707,73178510,"@username bar dan qazama, kuma ni aninda ke ban haushi wai yana ikirarin shi musulmi shege me aikin arna"
708,73178511,@username dan doluwa kawai
709,73178512,"@username sbd namiji ba, dan mace daya aka yi shiba"
710,73178513,"@username hhh kinada tabbaci tayi zinna sannan a matsayinki na yar mace be kamata kice hakan ba,,kina biyema yan uwana maza ba..kisane kefa uwace ya kamata kiyi kishin yar uwarki macce kaddara ba wanda zai iya tsallaketa kuma mu kam mu bamu san mi gobe zata haifar mana ba#think pls"
711,73178514,@username arne zai kira fire service
712,73178515,"@username mutane da son hada fada,  yar uwa bazaki zamo yar iska ba insha allah"
713,73178516,"manzon allah saw ya ce: wanda ya kashe kafiri da aka yi alkawarin zaman lafiya dashi, ba zai ji kanshin aljannah ba, domin ana jin kanshinta daga nisan tafiyar shekaru arba'in ne."
714,73178517,@username i went to islamiyya may be 1 or 2 years my whole life. i gained islamic knowledge from different malams. i think that's why i am not bigoted to any sect. but fact is islamiyya ingrain bigotry in children. if you go to izala islamiyya you call yan darika kafirai and vice versa.
715,73178518,"@username issue of uae's visa restructuring/ban against nigeria isn't new! it just comes to people attention now. it has been there for about 1yr now. it was two things that caused it, covid19 rules breaking by nigerians &amp; high rate of criminal acts by same nigerians. igbos-inyamurai!"
716,73178519,@username yar iska yar barayi muna fuka doluwa billahillazi karya kike shegiya kawai abun kuka ma😭😭😭 wlh
717,73178520,@username pls what does it take to ban almajiri in nig. these young boys r expose to danger for god sake...
719,73178522,@username ba yau ka fara twitter ba nasan ka saba gani jahilcin jahilai😂🤣
720,73178523,@username and @username naji ance yan matanku guntaye ne kamar dwarf ##url
721,73178524,@username yunwar ka ce koh yunwa ta??? shashasha inyamuri!!!! 😂😂😂😂
722,73178525,"in all fairness, gej is the only president that has made a conscious effort to address the menace of almajiri....whether rightly or not"
723,73178526,this man is a dwabba.  dabba mai ض ##url
724,73178527,@username to dan kan uwassa munanan munana sai yaudaranmu suke shiyanacen gaja yayi wuff da eyane... idona idonsa wlhy 😂😂
725,73178528,@username matsiyata masu bakar zuciya ba
726,73178529,allah ya tsinewa kafirai ##url
727,73178530,@username ance mata garin maguzawa ne ake
728,73178531,"@username issue of uae's visa restructuring/ban against nigeria isn't new! it just comes to people attention now. it has been there for about 1yr now. it was two things that caused it, covid19 rules breaking by nigerians &amp; high rate of criminal acts by same nigerians. igbos-inyamurai!"
729,73178532,"islamic countries like uae, saudi arabia and co train their children properly for the future. our ppl send their kids to be almajiri."
730,73178533,dan wahala dai ##url
731,73178534,@username hhhhhhh karka damu kanka da kayan aure ka nemo yar izala wanda bai wuce kayi akwati 4 ba wasu ma basu karba😊😊
732,73178535,@username baba buhari dan izala ne? shi kaidai ya saka jump-up wando.
733,73178536,"musulmin da bashi da kyawawan dabi'u kaskanci ne ga musulinci da ""humanity"". kafirai ma sun tabbatar manzon allah mai kyawun halayya ne, sun tabbatar mutum ne mai amana. shi yasa manzon allah yace:    إنما بعثت لأتمم مكارم الأخلاق  ""an aiko ni ne don in cika kyawawan dabi'u"""
734,73178537,"there's need for a reform in the almajiri system because what people are actually practicing in the name of almajiranchi is what said: ""... running away from responsibility.."" ##url"
735,73178538,like it or not dis #almajiri trending made ma twitter 2day ☺️
736,73178539,@username toh dan duniya 😂😂💔 bakada waje
737,73178540,@username akwae ibadar banza ashe? to allah wadae da masu yinta😂 muttum yayi ibadar da za akaishi wuta wayyoo😂
738,73178541,@username show me a tweet calling someone an inyamuri
739,73178542,kai kuut.. your kamar wani dan kolon almajiri imba😀😀😁 ##url
740,73178543,malan bashir dakai da @username da shugabanku @username duk kunci kutumar durin uwarku wawaye marasa kishin addininsu 😎 ##url
741,73178544,@username matsiyaci dan wahala😤😤😤
742,73178545,dan kutumar uba shege ##url
743,73178546,@username abungiji allah kaekace arokeka dan girmanka dan kudirar ka allah ka aurawa wannan boya taka katoton talaka wanda tunda yake betaba rika n500 ba alfarmar manxon allah yar matsiyata kawae🙄🙄😒
744,73178547,@username ko wara wawiya sai ta bude baki wai my dm my dm yen yen yen   munanan banza da kofi kawai
745,73178548,allah wadai naka ya lalace wai kana son wani dan football amma baku son yan uwuwan ku haka babu kishin juna wlh wasu basa son allah da manzon sa kamar yadda suke son yan ball kana hawa tweet maganan yan ball shiyafi yawa ya allah ka karemu da son kafirai makiya addinin musulunci
746,73178549,@username her mentality they low na why she no they understand the street   yar kwalta kawai🤨  koh an gaya mata nan wajan runner sugar daddys ne
747,73178550,"@username beggar, almajiri, shame on you."
748,73178551,"@username yaga atiku yafara zawarcin ‘yan jagaliya,so yake shima a kirashi"
749,73178552,"@username who ask u to protest😡 dan buran ubanku, shegu masu jan magana"
750,73178553,@username wai kai dan maguzawa ne  😂😂🤣
751,73178554,making arabic an alternative language subject in schools reinforces my theory around almajiri education and the need to restructure it
753,73178556,@username barauniya kadai zatayi haka  wannan ba wayewa bane
754,73178557,@username kina neman dan iska dai wanda zai hana ki aure
755,73178558,i love it when vp is on top of things. i know a solution is imminent. i wish he will champion ending almajiri menace ##url
756,73178559,aradu fate yayi kaman targe. masu adawa gara ku daddage. jihar kaduna 2023 rt isah ashiru ake magana 😁  allah ne masanin gobe...  #ashiruassurance2023 🇮🇹 ##url
757,73178560,tunda yake zama da jahili bai taba cin nasara ba domin sai yagama kawo ayya da hadiths sai jahilin yace mai ka gama? toh ban yarda ba. duk ta inda zaka bi da jahilai in sunce ma wannan abun baki ne alhalin fari ne a haka zasu kafe. allah kayi mana tsari da jahilci ameen
758,73178561,@username hadda uban ki yar wahala
759,73178562,@username kaji yar talakawa
760,73178563,@username tell your people amma mu danfodio ma da musuluncin mu ya ganmu... kuma da kake cewa dalilin shi ne aka zama musulmai... kayi kuskure allah yana shiryar da wanda yaso ne koh kana so kace mana lokacin dangodio babu kafurai wannan magana. naka jahilci ne kawai.
761,73178564,@username presented #ambassadorofconscience award to president kabila today. waiting 4 release of its members now! ##url
763,73178566,@username 2/2  cikakken munafiki shine wanda zaataba martabar manzon allah baiji komai a ransaba...wannan zancen naki ba abunda zaiyi face bawa makiya allah da manzonsa dama maganganun shirye  allah ya kara mana son manzonsa ya kuma shiryemu baki daya
764,73178567,@username bah laifi bane dan mutum ya zama talaka tunda babu wanda wayon sa ya bashi arziki..amma matsiyaci koh yayi kudi zaka ga sai a hankali saboda irin zuciyar sa.
